rl;V(out);I(R1)
1.479108388168182e+002;8.999427e+000;6.084359e-002
1.513561248436182e+002;8.999427e+000;5.945862e-002
1.548816618912455e+002;8.999427e+000;5.810518e-002
1.584893192461086e+002;8.999427e+000;5.678254e-002
1.621810097358902e+002;8.999427e+000;5.549001e-002
1.659586907437532e+002;8.999427e+000;5.422691e-002
1.698243652461715e+002;8.999427e+000;5.299255e-002
1.737800828749346e+002;8.999427e+000;5.178630e-002
1.778279410038892e+002;8.999427e+000;5.060750e-002
1.819700858609952e+002;8.999427e+000;4.945553e-002
1.862087136662836e+002;8.999427e+000;4.832978e-002
1.905460717963215e+002;8.999427e+000;4.722966e-002
1.949844599758012e+002;8.999427e+000;4.615458e-002
1.995262314968846e+002;8.999427e+000;4.510398e-002
2.041737944669494e+002;8.999427e+000;4.407728e-002
2.089296130854004e+002;8.999427e+000;4.307396e-002
2.137962089502195e+002;8.999427e+000;4.209348e-002
2.187761623949515e+002;8.999427e+000;4.113531e-002
2.238721138568301e+002;8.999427e+000;4.019896e-002
2.290867652767733e+002;8.999427e+000;3.928392e-002
2.344228815319881e+002;8.999427e+000;3.838971e-002
2.398832919019449e+002;8.999427e+000;3.751585e-002
2.454708915684987e+002;8.999427e+000;3.666189e-002
2.511886431509536e+002;8.999427e+000;3.582736e-002
2.570395782768819e+002;8.999427e+000;3.501183e-002
2.630267991895336e+002;8.999427e+000;3.421487e-002
2.691534803926868e+002;8.999427e+000;3.343604e-002
2.754228703338118e+002;8.999427e+000;3.267494e-002
2.818382931264404e+002;8.999427e+000;3.193117e-002
2.884031503126554e+002;8.999427e+000;3.120433e-002
2.951209226666333e+002;8.999427e+000;3.049403e-002
3.019951720401962e+002;8.999427e+000;2.979990e-002
3.090295432513535e+002;8.999427e+000;2.912157e-002
3.162277660168323e+002;8.999427e+000;2.845868e-002
3.235936569296225e+002;8.999427e+000;2.781089e-002
3.311311214825851e+002;8.999427e+000;2.717783e-002
3.388441561391964e+002;8.999427e+000;2.655919e-002
3.467368504525254e+002;8.999427e+000;2.595463e-002
3.548133892335690e+002;8.999427e+000;2.536383e-002
3.630780547700948e+002;8.999427e+000;2.478648e-002
3.715352290971658e+002;8.999427e+000;2.422227e-002
3.801893963205542e+002;8.999427e+000;2.367090e-002
3.890451449942735e+002;8.999427e+000;2.313209e-002
3.981071705534899e+002;8.999427e+000;2.260554e-002
4.073802778041052e+002;8.999427e+000;2.209097e-002
4.168693834703277e+002;8.999427e+000;2.158812e-002
4.265795188015848e+002;8.999427e+000;2.109672e-002
4.365158322401579e+002;8.999427e+000;2.061650e-002
4.466835921509548e+002;8.999427e+000;2.014721e-002
4.570881896148666e+002;8.999427e+000;1.968860e-002
4.677351412871895e+002;8.999427e+000;1.924043e-002
4.786300923226294e+002;8.999427e+000;1.880247e-002
4.897788193684370e+002;8.999427e+000;1.837447e-002
5.011872336272629e+002;8.999427e+000;1.795622e-002
5.128613839913553e+002;8.999427e+000;1.754748e-002
5.248074602497628e+002;8.999427e+000;1.714805e-002
5.370317963702427e+002;8.999427e+000;1.675772e-002
5.495408738576142e+002;8.999427e+000;1.637626e-002
5.623413251903385e+002;8.999427e+000;1.600350e-002
5.754399373371460e+002;8.999427e+000;1.563921e-002
5.888436553555778e+002;8.999427e+000;1.528322e-002
6.025595860743463e+002;8.999427e+000;1.493533e-002
6.165950018614705e+002;8.999427e+000;1.459536e-002
6.309573444801813e+002;8.999427e+000;1.426313e-002
6.456542290346432e+002;8.999427e+000;1.393846e-002
6.606934480075834e+002;8.999427e+000;1.362118e-002
6.760829753919688e+002;8.999427e+000;1.331113e-002
6.918309709189232e+002;8.999427e+000;1.300813e-002
7.079457843841243e+002;8.999427e+000;1.271203e-002
7.244359600749762e+002;8.999427e+000;1.242267e-002
7.413102413009033e+002;8.999427e+000;1.213989e-002
7.585775750291692e+002;8.999427e+000;1.186355e-002
7.762471166286769e+002;8.999427e+000;1.159351e-002
7.943282347242663e+002;8.999427e+000;1.132961e-002
8.128305161640836e+002;8.999427e+000;1.107171e-002
8.317637711026550e+002;8.999427e+000;1.081969e-002
8.511380382023601e+002;8.999427e+000;1.057340e-002
8.709635899560639e+002;8.999427e+000;1.033272e-002
8.912509381337284e+002;8.999427e+000;1.009752e-002
9.120108393558921e+002;8.999427e+000;9.867675e-003
9.332543007969730e+002;8.999427e+000;9.643059e-003
9.549925860214174e+002;8.999427e+000;9.423557e-003
9.772372209557917e+002;8.999427e+000;9.209050e-003
9.999999999999806e+002;8.999427e+000;8.999427e-003
